date,state,deaths,cases
2021-05-20,Iowa,7,208
2021-05-21,Iowa,10,168
2021-05-22,Iowa,0,154
2021-05-23,Iowa,0,108
2021-05-24,Iowa,0,90
2021-05-25,Iowa,4,160
2021-05-26,Iowa,5,161
2021-05-27,Iowa,3,102
2021-05-28,Iowa,6,118
2021-05-29,Iowa,2,75
2021-05-30,Iowa,0,53
2021-05-31,Iowa,0,40
2021-06-01,Iowa,2,49
2021-06-02,Iowa,4,162
2021-06-03,Iowa,4,126
2021-06-04,Iowa,2,102
2021-06-05,Iowa,1,93
2021-06-06,Iowa,4,73
2021-06-07,Iowa,1,35
2021-06-08,Iowa,5,89
2021-06-09,Iowa,6,95
2021-06-10,Iowa,11,85
2021-06-11,Iowa,2,109
2021-06-12,Iowa,2,83
2021-06-13,Iowa,3,52
2021-06-14,Iowa,0,72
2021-06-15,Iowa,1,103
2021-06-16,Iowa,6,85
2021-06-17,Iowa,0,72
2021-06-18,Iowa,0,78
2021-06-19,Iowa,3,62
2021-06-20,Iowa,2,52
2021-06-21,Iowa,1,39
2021-06-22,Iowa,2,83
2021-06-23,Iowa,3,91
2021-06-24,Iowa,4,58
2021-06-25,Iowa,1,80
2021-06-26,Iowa,6,77
2021-06-27,Iowa,2,54
2021-06-28,Iowa,0,58
2021-06-29,Iowa,1,94
2021-06-30,Iowa,4,126
2021-07-01,Iowa,2,99
2021-07-02,Iowa,2,94
2021-07-03,Iowa,4,66
2021-07-04,Iowa,0,60
2021-07-05,Iowa,0,27
2021-07-06,Iowa,2,78
2021-07-07,Iowa,1,73
2021-07-08,Iowa,0,0
2021-07-09,Iowa,0,0
2021-07-10,Iowa,0,0
2021-07-11,Iowa,0,0
2021-07-12,Iowa,0,0
2021-07-13,Iowa,0,0
2021-07-14,Iowa,9,920
2021-07-15,Iowa,0,0
2021-07-16,Iowa,0,0
2021-07-17,Iowa,0,0
2021-07-18,Iowa,0,0
2021-07-19,Iowa,0,0
2021-07-20,Iowa,0,0
2021-07-21,Iowa,12,1395
2021-07-22,Iowa,0,0
2021-07-23,Iowa,0,53
2021-07-24,Iowa,0,574
2021-07-25,Iowa,0,0
2021-07-26,Iowa,0,0
2021-07-27,Iowa,0,586
2021-07-28,Iowa,13,945
2021-07-29,Iowa,0,85
2021-07-30,Iowa,0,0
2021-07-31,Iowa,0,881
2021-08-01,Iowa,0,0
2021-08-02,Iowa,0,0
2021-08-03,Iowa,0,1313
2021-08-04,Iowa,10,1291
2021-08-05,Iowa,0,0
2021-08-06,Iowa,0,0
2021-08-07,Iowa,0,1596
2021-08-08,Iowa,0,0
2021-08-09,Iowa,0,0
2021-08-10,Iowa,0,1559
2021-08-11,Iowa,17,1717
2021-08-12,Iowa,0,0
2021-08-13,Iowa,0,0
2021-08-14,Iowa,0,1950
2021-08-15,Iowa,0,0
2021-08-16,Iowa,0,0
2021-08-17,Iowa,0,1755
2021-08-18,Iowa,16,1992
2021-08-19,Iowa,0,0
2021-08-20,Iowa,0,0
2021-08-21,Iowa,0,2197
2021-08-22,Iowa,0,0
2021-08-23,Iowa,0,0
2021-08-24,Iowa,0,2355
2021-08-25,Iowa,42,2560
2021-08-26,Iowa,0,0
2021-08-27,Iowa,0,0
2021-08-28,Iowa,0,2643
2021-08-29,Iowa,0,0
2021-08-30,Iowa,0,0
2021-08-31,Iowa,0,2022
2021-09-01,Iowa,39,3643
2021-09-02,Iowa,0,0
2021-09-03,Iowa,0,0
2021-09-04,Iowa,0,3187
2021-09-05,Iowa,0,0
2021-09-06,Iowa,0,0
2021-09-07,Iowa,0,3207
2021-09-08,Iowa,30,2368
2021-09-09,Iowa,0,0
2021-09-10,Iowa,0,0
2021-09-11,Iowa,0,4016
2021-09-12,Iowa,0,0
2021-09-13,Iowa,0,0
2021-09-14,Iowa,0,0
2021-09-15,Iowa,64,7910
2021-09-16,Iowa,0,0
2021-09-17,Iowa,0,0
2021-09-18,Iowa,0,5161
2021-09-19,Iowa,0,0
2021-09-20,Iowa,0,0
2021-09-21,Iowa,0,3633
2021-09-22,Iowa,82,3311
2021-09-23,Iowa,-1,0
2021-09-24,Iowa,0,0
2021-09-25,Iowa,0,4485
2021-09-26,Iowa,0,0
2021-09-27,Iowa,0,0
2021-09-28,Iowa,0,0
2021-09-29,Iowa,81,6389
2021-09-30,Iowa,0,0
2021-10-01,Iowa,0,0
2021-10-02,Iowa,0,3522
2021-10-03,Iowa,0,0
2021-10-04,Iowa,0,0
2021-10-05,Iowa,0,3329
2021-10-06,Iowa,91,2821
2021-10-07,Iowa,0,0
2021-10-08,Iowa,0,0
2021-10-09,Iowa,0,3068
2021-10-10,Iowa,0,0
2021-10-11,Iowa,0,0
2021-10-12,Iowa,0,2662
2021-10-13,Iowa,94,2416
2021-10-14,Iowa,0,0
2021-10-15,Iowa,0,0
2021-10-16,Iowa,0,2456
2021-10-17,Iowa,0,0
2021-10-18,Iowa,0,0
2021-10-19,Iowa,0,1885
2021-10-20,Iowa,100,2497
2021-10-21,Iowa,0,0
2021-10-22,Iowa,0,0
2021-10-23,Iowa,0,2440
2021-10-24,Iowa,0,0
2021-10-25,Iowa,0,0
2021-10-26,Iowa,0,2054
2021-10-27,Iowa,117,2529
2021-10-28,Iowa,0,0
2021-10-29,Iowa,0,0
2021-10-30,Iowa,0,2396
2021-10-31,Iowa,0,0
2021-11-01,Iowa,0,0
2021-11-02,Iowa,0,2753
2021-11-03,Iowa,104,2578
2021-11-04,Iowa,0,0
2021-11-05,Iowa,0,0
2021-11-06,Iowa,0,2944
2021-11-07,Iowa,0,0
2021-11-08,Iowa,0,0
2021-11-09,Iowa,0,3241
2021-11-10,Iowa,97,2826
2021-11-11,Iowa,0,0
2021-11-12,Iowa,0,0
2021-11-13,Iowa,0,3090
2021-11-14,Iowa,0,0
2021-11-15,Iowa,0,0
2021-11-16,Iowa,0,2974
2021-11-17,Iowa,102,3223
2021-11-18,Iowa,0,0
2021-11-19,Iowa,0,0
2021-11-20,Iowa,0,3876
2021-11-21,Iowa,0,0
2021-11-22,Iowa,0,0
2021-11-23,Iowa,0,3270
2021-11-24,Iowa,86,3411
2021-11-25,Iowa,0,0
2021-11-26,Iowa,0,0
2021-11-27,Iowa,0,0
2021-11-28,Iowa,0,2540
2021-11-29,Iowa,0,0
2021-11-30,Iowa,0,2600
2021-12-01,Iowa,91,4602
2021-12-02,Iowa,0,0
2021-12-03,Iowa,0,0
2021-12-04,Iowa,0,4563
2021-12-05,Iowa,0,0
2021-12-06,Iowa,0,0
2021-12-07,Iowa,0,4115
2021-12-08,Iowa,105,3695
2021-12-09,Iowa,0,0
2021-12-10,Iowa,0,3371
2021-12-11,Iowa,0,483
2021-12-12,Iowa,0,0
2021-12-13,Iowa,0,0
2021-12-14,Iowa,0,3355
2021-12-15,Iowa,130,3765
2021-12-16,Iowa,0,0
2021-12-17,Iowa,0,0
2021-12-18,Iowa,0,3622
2021-12-19,Iowa,0,0
2021-12-20,Iowa,0,0
2021-12-21,Iowa,0,3322
2021-12-22,Iowa,119,3604
2021-12-23,Iowa,0,0
2021-12-24,Iowa,0,0
2021-12-25,Iowa,0,0
2021-12-26,Iowa,0,0
2021-12-27,Iowa,0,4042
2021-12-28,Iowa,0,2473
2021-12-29,Iowa,59,5031
2021-12-30,Iowa,0,0
2021-12-31,Iowa,0,0
2022-01-01,Iowa,0,0
2022-01-02,Iowa,0,0
2022-01-03,Iowa,0,0
2022-01-04,Iowa,0,11885
2022-01-05,Iowa,161,8910
2022-01-06,Iowa,0,0
2022-01-07,Iowa,0,0
2022-01-08,Iowa,0,11704
2022-01-09,Iowa,0,0
2022-01-10,Iowa,0,0
2022-01-11,Iowa,0,11061
2022-01-12,Iowa,182,12240
2022-01-13,Iowa,0,0
2022-01-14,Iowa,0,0
2022-01-15,Iowa,0,14109
2022-01-16,Iowa,0,0
2022-01-17,Iowa,0,0
2022-01-18,Iowa,0,11736
2022-01-19,Iowa,116,12559
2022-01-20,Iowa,0,0
2022-01-21,Iowa,0,0
2022-01-22,Iowa,0,12658
2022-01-23,Iowa,0,0
2022-01-24,Iowa,0,0
2022-01-25,Iowa,0,11551
2022-01-26,Iowa,184,9452
2022-01-27,Iowa,0,0
2022-01-28,Iowa,0,0
2022-01-29,Iowa,0,8922
2022-01-30,Iowa,0,0
2022-01-31,Iowa,0,0
2022-02-01,Iowa,0,7415
2022-02-02,Iowa,156,2886
2022-02-03,Iowa,0,2323
2022-02-04,Iowa,0,0
2022-02-05,Iowa,0,4788
2022-02-06,Iowa,0,0
2022-02-07,Iowa,0,0
2022-02-08,Iowa,0,3453
2020-03-07,Kansas,0,1
2020-03-08,Kansas,0,0
2020-03-09,Kansas,0,0
2020-03-10,Kansas,0,0
2020-03-11,Kansas,0,0
2020-03-12,Kansas,1,4
2020-03-13,Kansas,0,1
2020-03-14,Kansas,0,2
2020-03-15,Kansas,0,1
2020-03-16,Kansas,0,2
2020-03-17,Kansas,0,6
2020-03-18,Kansas,0,5
2020-03-19,Kansas,0,13
2020-03-20,Kansas,0,14
2020-03-21,Kansas,1,8
2020-03-22,Kansas,0,9
2020-03-23,Kansas,0,16
2020-03-24,Kansas,1,20
2020-03-25,Kansas,0,32
2020-03-26,Kansas,0,39
2020-03-27,Kansas,1,40
2020-03-28,Kansas,2,59
2020-03-29,Kansas,1,61
2020-03-30,Kansas,2,41
2020-03-31,Kansas,1,61
2020-04-01,Kansas,1,54
2020-04-02,Kansas,3,65
2020-04-03,Kansas,5,71
2020-04-04,Kansas,2,77
2020-04-05,Kansas,2,67
2020-04-06,Kansas,2,85
2020-04-07,Kansas,5,51
2020-04-08,Kansas,8,150
2020-04-09,Kansas,4,61
2020-04-10,Kansas,8,64
2020-04-11,Kansas,5,102
2020-04-12,Kansas,1,55
2020-04-13,Kansas,7,47
2020-04-14,Kansas,6,56
2020-04-15,Kansas,7,63
2020-04-16,Kansas,4,92
2020-04-17,Kansas,4,137
2020-04-18,Kansas,2,88
2020-04-19,Kansas,8,77
2020-04-20,Kansas,7,133
2020-04-21,Kansas,6,84
2020-04-22,Kansas,4,177
2020-04-23,Kansas,1,335
2020-04-24,Kansas,5,216
2020-04-25,Kansas,2,249
2020-04-26,Kansas,1,107
2020-04-27,Kansas,6,209
2020-04-28,Kansas,1,194
2020-04-29,Kansas,5,210
2020-04-30,Kansas,1,494
2020-05-01,Kansas,3,205
2020-05-02,Kansas,4,353
2020-05-03,Kansas,2,314
2020-05-04,Kansas,12,208
2020-05-05,Kansas,6,242
2020-05-06,Kansas,3,266
2020-05-07,Kansas,1,347
2020-05-08,Kansas,3,511
2020-05-09,Kansas,5,172
2020-05-10,Kansas,0,122
2020-05-11,Kansas,2,116
2020-05-12,Kansas,4,191
2020-05-13,Kansas,1,200
2020-05-14,Kansas,2,116
2020-05-15,Kansas,6,338
2020-05-16,Kansas,2,53
2020-05-17,Kansas,0,7
2020-05-18,Kansas,1,373
2020-05-19,Kansas,3,49
2020-05-20,Kansas,4,173
2020-05-21,Kansas,2,110
2020-05-22,Kansas,1,297
2020-05-23,Kansas,0,51
2020-05-24,Kansas,0,16
2020-05-25,Kansas,1,137
2020-05-26,Kansas,3,80
2020-05-27,Kansas,3,101
2020-05-28,Kansas,2,60
2020-05-29,Kansas,0,313
2020-05-30,Kansas,0,21
2020-05-31,Kansas,2,31
2020-06-01,Kansas,6,225
2020-06-02,Kansas,10,40
2020-06-03,Kansas,0,138
2020-06-04,Kansas,3,51
2020-06-05,Kansas,3,161
2020-06-06,Kansas,1,24
2020-06-07,Kansas,0,32
2020-06-08,Kansas,3,175
2020-06-09,Kansas,1,62
2020-06-10,Kansas,3,145
2020-06-11,Kansas,1,53
2020-06-12,Kansas,1,168
2020-06-13,Kansas,1,43
2020-06-14,Kansas,0,52
2020-06-15,Kansas,2,269
2020-06-16,Kansas,0,53
2020-06-17,Kansas,2,232
2020-06-18,Kansas,4,85
2020-06-19,Kansas,2,282
2020-06-20,Kansas,3,50
2020-06-21,Kansas,1,40
2020-06-22,Kansas,2,318
2020-06-23,Kansas,1,83
2020-06-24,Kansas,1,451
2020-06-25,Kansas,1,97
2020-06-26,Kansas,3,522
2020-06-27,Kansas,3,38
2020-06-28,Kansas,3,249
2020-06-29,Kansas,4,552
2020-06-30,Kansas,0,61
2020-07-01,Kansas,4,513
2020-07-02,Kansas,2,84
2020-07-03,Kansas,1,789
2020-07-04,Kansas,1,150
2020-07-05,Kansas,3,124
2020-07-06,Kansas,1,793
2020-07-07,Kansas,2,75
2020-07-08,Kansas,1,650
2020-07-09,Kansas,3,224
2020-07-10,Kansas,0,768
2020-07-11,Kansas,0,184
2020-07-12,Kansas,6,312
2020-07-13,Kansas,1,970
2020-07-14,Kansas,2,82
2020-07-15,Kansas,5,810
2020-07-16,Kansas,1,116
2020-07-17,Kansas,1,926
2020-07-18,Kansas,2,39
2020-07-19,Kansas,1,221
2020-07-20,Kansas,5,1085
2020-07-21,Kansas,1,62
2020-07-22,Kansas,5,770
2020-07-23,Kansas,2,142
2020-07-24,Kansas,4,885
2020-07-25,Kansas,3,61
2020-07-26,Kansas,2,185
2020-07-27,Kansas,3,790
2020-07-28,Kansas,6,55
2020-07-29,Kansas,5,683
2020-07-30,Kansas,8,67
2020-07-31,Kansas,1,877
2020-08-01,Kansas,0,26
2020-08-02,Kansas,3,194
2020-08-03,Kansas,5,859
2020-08-04,Kansas,1,59
2020-08-05,Kansas,4,788
2020-08-06,Kansas,5,106
2020-08-07,Kansas,4,813
2020-08-08,Kansas,0,26
2020-08-09,Kansas,0,153
2020-08-10,Kansas,7,949
2020-08-11,Kansas,1,87
2020-08-12,Kansas,9,796
2020-08-13,Kansas,6,110
2020-08-14,Kansas,1,1159
2020-08-15,Kansas,2,48
2020-08-16,Kansas,0,201
2020-08-17,Kansas,4,1049
2020-08-18,Kansas,5,88
2020-08-19,Kansas,5,701
2020-08-20,Kansas,3,112
2020-08-21,Kansas,7,966
2020-08-22,Kansas,1,133
2020-08-23,Kansas,0,182
2020-08-24,Kansas,1,1282
2020-08-25,Kansas,1,81
2020-08-26,Kansas,12,1475
2020-08-27,Kansas,1,138
2020-08-28,Kansas,2,1106
2020-08-29,Kansas,1,101
2020-08-30,Kansas,1,102
2020-08-31,Kansas,1,1396
2020-09-01,Kansas,3,84
2020-09-02,Kansas,4,1038
2020-09-03,Kansas,17,226
2020-09-04,Kansas,6,1294
2020-09-05,Kansas,1,2
2020-09-06,Kansas,1,100
2020-09-07,Kansas,2,1258
2020-09-08,Kansas,1,469
2020-09-09,Kansas,11,511
2020-09-10,Kansas,2,54
2020-09-11,Kansas,21,950
2020-09-12,Kansas,13,5
2020-09-13,Kansas,3,10
2020-09-14,Kansas,10,1463
2020-09-15,Kansas,9,135
2020-09-16,Kansas,31,823
2020-09-17,Kansas,0,210
2020-09-18,Kansas,10,1364
2020-09-19,Kansas,0,17
2020-09-20,Kansas,1,13
2020-09-21,Kansas,7,1523
2020-09-22,Kansas,14,281
2020-09-23,Kansas,11,1118
2020-09-24,Kansas,4,106
2020-09-25,Kansas,1,1391
2020-09-26,Kansas,0,0
2020-09-27,Kansas,2,126
2020-09-28,Kansas,5,1815
2020-09-29,Kansas,9,158
2020-09-30,Kansas,28,1006
2020-10-01,Kansas,0,146
2020-10-02,Kansas,21,1321
2020-10-03,Kansas,-1,22
2020-10-04,Kansas,0,33
2020-10-05,Kansas,8,1338
2020-10-06,Kansas,0,260
2020-10-07,Kansas,19,1054
2020-10-08,Kansas,16,165
2020-10-09,Kansas,24,1790
2020-10-10,Kansas,3,107
2020-10-11,Kansas,1,38
2020-10-12,Kansas,5,1927
2020-10-13,Kansas,12,234
2020-10-14,Kansas,52,1273
2020-10-15,Kansas,0,150
2020-10-16,Kansas,21,1694
2020-10-17,Kansas,0,107
2020-10-18,Kansas,0,106
2020-10-19,Kansas,13,1894
2020-10-20,Kansas,30,267
2020-10-21,Kansas,50,1416
2020-10-22,Kansas,0,247
2020-10-23,Kansas,23,1576
2020-10-24,Kansas,0,55
2020-10-25,Kansas,0,64
2020-10-26,Kansas,1,2232
2020-10-27,Kansas,3,288
2020-10-28,Kansas,28,2724
2020-10-29,Kansas,1,353
2020-10-30,Kansas,21,2930
2020-10-31,Kansas,0,3
2020-11-01,Kansas,0,38
2020-11-02,Kansas,17,3804
2020-11-03,Kansas,5,459
2020-11-04,Kansas,36,2895
2020-11-05,Kansas,0,460
2020-11-06,Kansas,85,5178
2020-11-07,Kansas,-6,66
2020-11-08,Kansas,0,134
2020-11-09,Kansas,15,5493
2020-11-10,Kansas,0,462
2020-11-11,Kansas,34,5217
2020-11-12,Kansas,0,526
2020-11-13,Kansas,41,5779
2020-11-14,Kansas,0,446
2020-11-15,Kansas,0,123
2020-11-16,Kansas,10,6846
2020-11-17,Kansas,0,971
2020-11-18,Kansas,60,5383
2020-11-19,Kansas,0,357
2020-11-20,Kansas,84,5816
2020-11-21,Kansas,1,71
2020-11-22,Kansas,-1,235
2020-11-23,Kansas,52,7301
2020-11-24,Kansas,-6,441
2020-11-25,Kansas,47,5243
2020-11-26,Kansas,0,7
2020-11-27,Kansas,26,4723
2020-11-28,Kansas,0,20
2020-11-29,Kansas,0,112
2020-11-30,Kansas,31,5051
2020-12-01,Kansas,0,290
2020-12-02,Kansas,119,4263
2020-12-03,Kansas,0,632
2020-12-04,Kansas,107,5900
2020-12-05,Kansas,0,113
2020-12-06,Kansas,0,9
2020-12-07,Kansas,70,5754
2020-12-08,Kansas,0,391
2020-12-09,Kansas,85,5624
2020-12-10,Kansas,0,346
2020-12-11,Kansas,131,4860
2020-12-12,Kansas,0,0
2020-12-13,Kansas,0,50
2020-12-14,Kansas,37,4449
2020-12-15,Kansas,0,446
2020-12-16,Kansas,144,4348
2020-12-17,Kansas,0,286
2020-12-18,Kansas,88,5457
2020-12-19,Kansas,0,4
2020-12-20,Kansas,0,24
2020-12-21,Kansas,107,4259
2020-12-22,Kansas,0,176
2020-12-23,Kansas,59,4762
2020-12-24,Kansas,0,91
2020-12-25,Kansas,0,114
2020-12-26,Kansas,0,15
2020-12-27,Kansas,0,82
2020-12-28,Kansas,41,5922
2020-12-29,Kansas,0,320
2020-12-30,Kansas,193,5946
2020-12-31,Kansas,0,94
2021-01-01,Kansas,138,4897
2021-01-02,Kansas,0,0
2021-01-03,Kansas,0,0
2021-01-04,Kansas,18,4038
2021-01-05,Kansas,0,310
2021-01-06,Kansas,130,5288
2021-01-07,Kansas,0,552
2021-01-08,Kansas,121,4875
2021-01-09,Kansas,0,106
2021-01-10,Kansas,0,8
2021-01-11,Kansas,107,4892
2021-01-12,Kansas,0,225
2021-01-13,Kansas,100,4554
2021-01-14,Kansas,0,193
2021-01-15,Kansas,147,3803
2021-01-16,Kansas,0,30
2021-01-17,Kansas,0,0
2021-01-18,Kansas,23,3293
2021-01-19,Kansas,0,208
2021-01-20,Kansas,50,3379
2021-01-21,Kansas,0,456
2021-01-22,Kansas,23,3049
2021-01-23,Kansas,0,0
2021-01-24,Kansas,0,0
2021-01-25,Kansas,24,2609
2021-01-26,Kansas,0,83
2021-01-27,Kansas,96,3165
2021-01-28,Kansas,0,117
2021-01-29,Kansas,61,2038
2021-01-30,Kansas,0,0
2021-01-31,Kansas,0,10
2021-02-01,Kansas,30,1954
2021-02-02,Kansas,0,147
2021-02-03,Kansas,86,2132
2021-02-04,Kansas,0,85
2021-02-05,Kansas,206,2603
2021-02-06,Kansas,0,0
2021-02-07,Kansas,0,6
2021-02-08,Kansas,96,1466
2021-02-09,Kansas,0,40
2021-02-10,Kansas,106,1848
2021-02-11,Kansas,0,89
2021-02-12,Kansas,61,1207
2021-02-13,Kansas,0,0
2021-02-14,Kansas,0,15
2021-02-15,Kansas,42,1285
2021-02-16,Kansas,0,46
2021-02-17,Kansas,115,1312
2021-02-18,Kansas,0,94
2021-02-19,Kansas,93,1907
2021-02-20,Kansas,0,141
2021-02-21,Kansas,0,0
2021-02-22,Kansas,29,863
2021-02-23,Kansas,0,12
2021-02-24,Kansas,81,1106
2021-02-25,Kansas,0,56
2021-02-26,Kansas,11,751
2021-02-27,Kansas,0,0
2021-02-28,Kansas,0,0
2021-03-01,Kansas,8,638
2021-03-02,Kansas,0,24
2021-03-03,Kansas,73,718
2021-03-04,Kansas,0,40
2021-03-05,Kansas,-4,679
2021-03-06,Kansas,0,3
2021-03-07,Kansas,0,0
2021-03-08,Kansas,4,603
2021-03-09,Kansas,0,20
2021-03-10,Kansas,35,738
2021-03-11,Kansas,0,41
2021-03-12,Kansas,-27,396
2021-03-13,Kansas,0,4
2021-03-14,Kansas,0,0
2021-03-15,Kansas,11,432
2021-03-16,Kansas,0,36
2021-03-17,Kansas,2,593
2021-03-18,Kansas,0,23
2021-03-19,Kansas,5,437
2021-03-20,Kansas,0,0
2021-03-21,Kansas,0,0
2021-03-22,Kansas,8,1362
2021-03-23,Kansas,0,63
2021-03-24,Kansas,31,-437
2021-03-25,Kansas,0,56
2021-03-26,Kansas,10,443
2021-03-27,Kansas,0,0
2021-03-28,Kansas,0,0
2021-03-29,Kansas,11,433
2021-03-30,Kansas,0,36
2021-03-31,Kansas,11,478
2021-04-01,Kansas,0,28
2021-04-02,Kansas,19,452
2021-04-03,Kansas,0,0
2021-04-04,Kansas,0,0
2021-04-05,Kansas,-5,352
2021-04-06,Kansas,0,19
2021-04-07,Kansas,5,569
2021-04-08,Kansas,0,22
2021-04-09,Kansas,6,419
2021-04-10,Kansas,0,0
2021-04-11,Kansas,0,0
2021-04-12,Kansas,-8,480
2021-04-13,Kansas,0,0
2021-04-14,Kansas,14,624
2021-04-15,Kansas,0,12
2021-04-16,Kansas,9,490
2021-04-17,Kansas,0,-5
2021-04-18,Kansas,48,0
2021-04-19,Kansas,4,399
2021-04-20,Kansas,-7,-30
2021-04-21,Kansas,4,573
2021-04-22,Kansas,0,8
2021-04-23,Kansas,7,475
2021-04-24,Kansas,0,0
2021-04-25,Kansas,0,0
2021-04-26,Kansas,1,469
2021-04-27,Kansas,0,1
2021-04-28,Kansas,11,627
2021-04-29,Kansas,0,9
2021-04-30,Kansas,4,563
2021-05-01,Kansas,0,0
2021-05-02,Kansas,0,5
2021-05-03,Kansas,4,497
2021-05-04,Kansas,0,3
2021-05-05,Kansas,12,482
2021-05-06,Kansas,0,6
2021-05-07,Kansas,17,431
2021-05-08,Kansas,0,0
2021-05-09,Kansas,0,0
2021-05-10,Kansas,1,348
2021-05-11,Kansas,0,1
2021-05-12,Kansas,12,398
2021-05-13,Kansas,0,41
2021-05-14,Kansas,8,351
2021-05-15,Kansas,0,0
2021-05-16,Kansas,0,0
2021-05-17,Kansas,1,360
2021-05-18,Kansas,-1,10
2021-05-19,Kansas,10,493
2021-05-20,Kansas,0,29
2021-05-21,Kansas,3,377
2021-05-22,Kansas,0,1
2021-05-23,Kansas,0,0
2021-05-24,Kansas,2,252
2021-05-25,Kansas,0,0
2021-05-26,Kansas,5,344
2021-05-27,Kansas,0,7
2021-05-28,Kansas,15,211
2021-05-29,Kansas,0,0
2021-05-30,Kansas,0,0
2021-05-31,Kansas,0,0
2021-06-01,Kansas,1,3
2021-06-02,Kansas,0,428
2021-06-03,Kansas,0,-4
2021-06-04,Kansas,6,339
2021-06-05,Kansas,0,0
2021-06-06,Kansas,0,0
2021-06-07,Kansas,15,214
2021-06-08,Kansas,0,25
2021-06-09,Kansas,3,288
2021-06-10,Kansas,0,12
2021-06-11,Kansas,1,222
2021-06-12,Kansas,0,0
2021-06-13,Kansas,0,0
2021-06-14,Kansas,18,226
2021-06-15,Kansas,0,11
2021-06-16,Kansas,3,314
2021-06-17,Kansas,0,12
2021-06-18,Kansas,2,154
2021-06-19,Kansas,0,0
2021-06-20,Kansas,0,0
2021-06-21,Kansas,2,144
2021-06-22,Kansas,0,16
2021-06-23,Kansas,10,319
2021-06-24,Kansas,0,8
2021-06-25,Kansas,7,242
2021-06-26,Kansas,0,0
2021-06-27,Kansas,0,0
2021-06-28,Kansas,1,318
2021-06-29,Kansas,-1,9
2021-06-30,Kansas,6,424
2021-07-01,Kansas,1,42
2021-07-02,Kansas,3,365
2021-07-03,Kansas,0,0
2021-07-04,Kansas,0,0
2021-07-05,Kansas,0,0
2021-07-06,Kansas,-2,79
2021-07-07,Kansas,6,930
2021-07-08,Kansas,0,11
2021-07-09,Kansas,12,801
2021-07-10,Kansas,0,0
2021-07-11,Kansas,0,0
2021-07-12,Kansas,11,646
2021-07-13,Kansas,0,47
2021-07-14,Kansas,1,220
2021-07-15,Kansas,0,48
2021-07-16,Kansas,0,58
2021-07-17,Kansas,12,1907
2021-07-18,Kansas,0,0
2021-07-19,Kansas,2,806
2021-07-20,Kansas,0,48
2021-07-21,Kansas,1,140
2021-07-22,Kansas,1,226
2021-07-23,Kansas,2,119
2021-07-24,Kansas,37,2526
2021-07-25,Kansas,0,0
2021-07-26,Kansas,4,120
2021-07-27,Kansas,3,1256
2021-07-28,Kansas,0,2282
2021-07-29,Kansas,2,33
2021-07-30,Kansas,10,1825
2021-07-31,Kansas,0,40
2021-08-01,Kansas,0,0
2021-08-02,Kansas,7,1648
2021-08-03,Kansas,-2,117
2021-08-04,Kansas,19,2644
2021-08-05,Kansas,4,98
2021-08-06,Kansas,13,2075
2021-08-07,Kansas,0,0
2021-08-08,Kansas,0,0
2021-08-09,Kansas,20,2721
2021-08-10,Kansas,1,29
2021-08-11,Kansas,33,2690
2021-08-12,Kansas,4,39
2021-08-13,Kansas,24,2850
2021-08-14,Kansas,0,3
2021-08-15,Kansas,0,0
2021-08-16,Kansas,8,2371
2021-08-17,Kansas,2,110
2021-08-18,Kansas,0,279
2021-08-19,Kansas,2,270
2021-08-20,Kansas,91,5092
2021-08-21,Kansas,0,19
2021-08-22,Kansas,0,0
2021-08-23,Kansas,2,2728
2021-08-24,Kansas,3,146
2021-08-25,Kansas,36,3442
2021-08-26,Kansas,1,128
2021-08-27,Kansas,13,3190
2021-08-28,Kansas,0,0
2021-08-29,Kansas,0,0
2021-08-30,Kansas,8,3178
2021-08-31,Kansas,6,102
2021-09-01,Kansas,21,4129
2021-09-02,Kansas,3,169
2021-09-03,Kansas,44,3818
2021-09-04,Kansas,0,0
2021-09-05,Kansas,0,0
2021-09-06,Kansas,2,0
2021-09-07,Kansas,3,238
2021-09-08,Kansas,55,5451
2021-09-09,Kansas,2,101
2021-09-10,Kansas,64,4164
2021-09-11,Kansas,0,0
2021-09-12,Kansas,0,0
2021-09-13,Kansas,8,2784
2021-09-14,Kansas,3,131
2021-09-15,Kansas,24,3663
2021-09-16,Kansas,8,72
2021-09-17,Kansas,57,3185
2021-09-18,Kansas,0,21
2021-09-19,Kansas,0,0
2021-09-20,Kansas,53,2391
2021-09-21,Kansas,3,95
2021-09-22,Kansas,6,2438
2021-09-23,Kansas,2,48
2021-09-24,Kansas,58,2469
2021-09-25,Kansas,0,18
2021-09-26,Kansas,0,0
2021-09-27,Kansas,45,1923
2021-09-28,Kansas,6,104
2021-09-29,Kansas,23,2397
2021-09-30,Kansas,0,104
2021-10-01,Kansas,18,2278
2021-10-02,Kansas,0,13
2021-10-03,Kansas,0,0
2021-10-04,Kansas,1,1795
2021-10-05,Kansas,0,2
2021-10-06,Kansas,36,2299
2021-10-07,Kansas,6,117
2021-10-08,Kansas,6,2119
2021-10-09,Kansas,0,0
2021-10-10,Kansas,0,0
2021-10-11,Kansas,27,1622
2021-10-12,Kansas,0,15
2021-10-13,Kansas,10,1960
2021-10-14,Kansas,0,47
2021-10-15,Kansas,16,1778
2021-10-16,Kansas,0,22
2021-10-17,Kansas,0,0
2021-10-18,Kansas,4,1492
2021-10-19,Kansas,-5,261
2021-10-20,Kansas,15,2002
2021-10-21,Kansas,1,160
2021-10-22,Kansas,24,1737
